oopsla2017项目,,,,,,,,,
seq,project,file path,file name,line number,modified java files,git command, commit link,,
332,neo4j/neo4j,community/community-it/cypher-it/src/test/java/org/neo4j/cypher/internal/javacompat/NotificationAcceptanceTest.java,NotificationAcceptanceTest.java,L284-L285,4,git diff ff9f572045a890616c7ad1650fde5dba63a26563 ce8e68d4a7a62a443d17a2d044c69a28cb5fa4f6 community/community-it/cypher-it/src/test/java/org/neo4j/cypher/internal/javacompat/NotificationAcceptanceTest.java,https://github.com/neo4j/neo4j/commit/ce8e68d4a7a62a443d17a2d044c69a28cb5fa4f6,无关,
333,neo4j/neo4j,community/community-it/cypher-it/src/test/java/org/neo4j/cypher/internal/javacompat/NotificationAcceptanceTest.java,NotificationAcceptanceTest.java,L294-L296,4,git diff ff9f572045a890616c7ad1650fde5dba63a26563 ce8e68d4a7a62a443d17a2d044c69a28cb5fa4f6 community/community-it/cypher-it/src/test/java/org/neo4j/cypher/internal/javacompat/NotificationAcceptanceTest.java,https://github.com/neo4j/neo4j/commit/ce8e68d4a7a62a443d17a2d044c69a28cb5fa4f6,无关,
334,neo4j/neo4j,community/community-it/cypher-it/src/test/java/org/neo4j/cypher/internal/javacompat/NotificationAcceptanceTest.java,NotificationAcceptanceTest.java,L305-L313,4,git diff ff9f572045a890616c7ad1650fde5dba63a26563 ce8e68d4a7a62a443d17a2d044c69a28cb5fa4f6 community/community-it/cypher-it/src/test/java/org/neo4j/cypher/internal/javacompat/NotificationAcceptanceTest.java,https://github.com/neo4j/neo4j/commit/ce8e68d4a7a62a443d17a2d044c69a28cb5fa4f6,无关,
335,neo4j/neo4j,community/community-it/cypher-it/src/test/java/org/neo4j/cypher/internal/javacompat/NotificationAcceptanceTest.java,NotificationAcceptanceTest.java,L347-L353,4,git diff ff9f572045a890616c7ad1650fde5dba63a26563 ce8e68d4a7a62a443d17a2d044c69a28cb5fa4f6 community/community-it/cypher-it/src/test/java/org/neo4j/cypher/internal/javacompat/NotificationAcceptanceTest.java,https://github.com/neo4j/neo4j/commit/ce8e68d4a7a62a443d17a2d044c69a28cb5fa4f6,无关,
336,neo4j/neo4j,community/community-it/cypher-it/src/test/java/org/neo4j/cypher/internal/javacompat/NotificationAcceptanceTest.java,NotificationAcceptanceTest.java,L361-L362,4,git diff ff9f572045a890616c7ad1650fde5dba63a26563 ce8e68d4a7a62a443d17a2d044c69a28cb5fa4f6 community/community-it/cypher-it/src/test/java/org/neo4j/cypher/internal/javacompat/NotificationAcceptanceTest.java,https://github.com/neo4j/neo4j/commit/ce8e68d4a7a62a443d17a2d044c69a28cb5fa4f6,无关,
337,neo4j/neo4j,community/community-it/cypher-it/src/test/java/org/neo4j/cypher/internal/javacompat/NotificationAcceptanceTest.java,NotificationAcceptanceTest.java,L371-L373,4,git diff ff9f572045a890616c7ad1650fde5dba63a26563 ce8e68d4a7a62a443d17a2d044c69a28cb5fa4f6 community/community-it/cypher-it/src/test/java/org/neo4j/cypher/internal/javacompat/NotificationAcceptanceTest.java,https://github.com/neo4j/neo4j/commit/ce8e68d4a7a62a443d17a2d044c69a28cb5fa4f6,无关,
338,neo4j/neo4j,community/community-it/cypher-it/src/test/java/org/neo4j/cypher/internal/javacompat/NotificationAcceptanceTest.java,NotificationAcceptanceTest.java,L383-L385,4,git diff ff9f572045a890616c7ad1650fde5dba63a26563 ce8e68d4a7a62a443d17a2d044c69a28cb5fa4f6 community/community-it/cypher-it/src/test/java/org/neo4j/cypher/internal/javacompat/NotificationAcceptanceTest.java,https://github.com/neo4j/neo4j/commit/ce8e68d4a7a62a443d17a2d044c69a28cb5fa4f6,无关,
339,neo4j/neo4j,community/community-it/cypher-it/src/test/java/org/neo4j/cypher/internal/javacompat/NotificationAcceptanceTest.java,NotificationAcceptanceTest.java,L421-L425,4,git diff ff9f572045a890616c7ad1650fde5dba63a26563 ce8e68d4a7a62a443d17a2d044c69a28cb5fa4f6 community/community-it/cypher-it/src/test/java/org/neo4j/cypher/internal/javacompat/NotificationAcceptanceTest.java,https://github.com/neo4j/neo4j/commit/ce8e68d4a7a62a443d17a2d044c69a28cb5fa4f6,无关,
340,neo4j/neo4j,community/community-it/cypher-it/src/test/java/org/neo4j/cypher/internal/javacompat/NotificationAcceptanceTest.java,NotificationAcceptanceTest.java,L456-L456,4,git diff ff9f572045a890616c7ad1650fde5dba63a26563 ce8e68d4a7a62a443d17a2d044c69a28cb5fa4f6 community/community-it/cypher-it/src/test/java/org/neo4j/cypher/internal/javacompat/NotificationAcceptanceTest.java,https://github.com/neo4j/neo4j/commit/ce8e68d4a7a62a443d17a2d044c69a28cb5fa4f6,无关,
341,neo4j/neo4j,community/community-it/cypher-it/src/test/java/org/neo4j/cypher/internal/javacompat/NotificationAcceptanceTest.java,NotificationAcceptanceTest.java,L517-L517,4,git diff ff9f572045a890616c7ad1650fde5dba63a26563 ce8e68d4a7a62a443d17a2d044c69a28cb5fa4f6 community/community-it/cypher-it/src/test/java/org/neo4j/cypher/internal/javacompat/NotificationAcceptanceTest.java,https://github.com/neo4j/neo4j/commit/ce8e68d4a7a62a443d17a2d044c69a28cb5fa4f6,无关,
342,neo4j/neo4j,community/kernel/src/test/java/org/neo4j/kernel/impl/scheduler/CentralJobSchedulerTest.java,CentralJobSchedulerTest.java,L274-L294,3,git diff 8844f2ca95e64f515e01de03bcced20d5ad372db f338a0529c04338f5490e1564873bc354ded28f0 community/kernel/src/test/java/org/neo4j/kernel/impl/scheduler/CentralJobSchedulerTest.java,https://github.com/neo4j/neo4j/commit/f338a0529c04338f5490e1564873bc354ded28f0,无关,
343,neo4j/neo4j,community/kernel/src/test/java/org/neo4j/kernel/impl/scheduler/CentralJobSchedulerTest.java,CentralJobSchedulerTest.java,L281-L286,3,git diff 8844f2ca95e64f515e01de03bcced20d5ad372db f338a0529c04338f5490e1564873bc354ded28f0 community/kernel/src/test/java/org/neo4j/kernel/impl/scheduler/CentralJobSchedulerTest.java,https://github.com/neo4j/neo4j/commit/f338a0529c04338f5490e1564873bc354ded28f0,无关,
344,neo4j/neo4j,community/kernel/src/test/java/org/neo4j/kernel/impl/scheduler/CentralJobSchedulerTest.java,CentralJobSchedulerTest.java,L300-L322,3,git diff 8844f2ca95e64f515e01de03bcced20d5ad372db f338a0529c04338f5490e1564873bc354ded28f0 community/kernel/src/test/java/org/neo4j/kernel/impl/scheduler/CentralJobSchedulerTest.java,https://github.com/neo4j/neo4j/commit/f338a0529c04338f5490e1564873bc354ded28f0,无关,
345,neo4j/neo4j,community/index/src/test/java/org/neo4j/index/internal/gbptree/CrashGenerationCleanerTest.java,CrashGenerationCleanerTest.java,L392-L392,67,git diff 8470d4172a245ac35798682c960ee611278c9613 12315c3d6c1716680ab8ba9cec530842726d8f23 community/index/src/test/java/org/neo4j/index/internal/gbptree/CrashGenerationCleanerTest.java,https://github.com/neo4j/neo4j/commit/12315c3d6c1716680ab8ba9cec530842726d8f23,,
346,neo4j/neo4j,community/index/src/test/java/org/neo4j/index/internal/gbptree/FreeListIdProviderTest.java,FreeListIdProviderTest.java,L222-L222,67,git diff 8470d4172a245ac35798682c960ee611278c9613 12315c3d6c1716680ab8ba9cec530842726d8f23 community/index/src/test/java/org/neo4j/index/internal/gbptree/FreeListIdProviderTest.java,https://github.com/neo4j/neo4j/commit/12315c3d6c1716680ab8ba9cec530842726d8f23,,
347,neo4j/neo4j,community/index/src/main/java/org/neo4j/index/internal/gbptree/GBPTreeCorruption.java,GBPTreeCorruption.java,L41-L44,3,git diff 19ccd9fbb575542f204fb7cda0f984f63a5416a7 91e82760e052a36b8017c8c5585dbf4861e0e959 community/index/src/main/java/org/neo4j/index/internal/gbptree/GBPTreeCorruption.java,https://github.com/neo4j/neo4j/commit/91e82760e052a36b8017c8c5585dbf4861e0e959,无关,
348,neo4j/neo4j,community/index/src/main/java/org/neo4j/index/internal/gbptree/GBPTreeCorruption.java,GBPTreeCorruption.java,L71-L74,3,git diff 19ccd9fbb575542f204fb7cda0f984f63a5416a7 91e82760e052a36b8017c8c5585dbf4861e0e959 community/index/src/main/java/org/neo4j/index/internal/gbptree/GBPTreeCorruption.java,https://github.com/neo4j/neo4j/commit/91e82760e052a36b8017c8c5585dbf4861e0e959,无关,
349,neo4j/neo4j,community/index/src/main/java/org/neo4j/index/internal/gbptree/GBPTreeCorruption.java,GBPTreeCorruption.java,L79-L82,3,git diff 19ccd9fbb575542f204fb7cda0f984f63a5416a7 91e82760e052a36b8017c8c5585dbf4861e0e959 community/index/src/main/java/org/neo4j/index/internal/gbptree/GBPTreeCorruption.java,https://github.com/neo4j/neo4j/commit/91e82760e052a36b8017c8c5585dbf4861e0e959,无关,
350,neo4j/neo4j,community/index/src/main/java/org/neo4j/index/internal/gbptree/GBPTreeCorruption.java,GBPTreeCorruption.java,L87-L90,3,git diff 19ccd9fbb575542f204fb7cda0f984f63a5416a7 91e82760e052a36b8017c8c5585dbf4861e0e959 community/index/src/main/java/org/neo4j/index/internal/gbptree/GBPTreeCorruption.java,https://github.com/neo4j/neo4j/commit/91e82760e052a36b8017c8c5585dbf4861e0e959,无关,
351,neo4j/neo4j,community/index/src/main/java/org/neo4j/index/internal/gbptree/GBPTreeCorruption.java,GBPTreeCorruption.java,L95-L96,3,git diff 19ccd9fbb575542f204fb7cda0f984f63a5416a7 91e82760e052a36b8017c8c5585dbf4861e0e959 community/index/src/main/java/org/neo4j/index/internal/gbptree/GBPTreeCorruption.java,https://github.com/neo4j/neo4j/commit/91e82760e052a36b8017c8c5585dbf4861e0e959,无关,
352,neo4j/neo4j,community/index/src/main/java/org/neo4j/index/internal/gbptree/GBPTreeCorruption.java,GBPTreeCorruption.java,L160-L170,3,git diff 19ccd9fbb575542f204fb7cda0f984f63a5416a7 91e82760e052a36b8017c8c5585dbf4861e0e959 community/index/src/main/java/org/neo4j/index/internal/gbptree/GBPTreeCorruption.java,https://github.com/neo4j/neo4j/commit/91e82760e052a36b8017c8c5585dbf4861e0e959,无关,
353,neo4j/neo4j,community/bolt/src/main/java/org/neo4j/bolt/transport/pipeline/ProtocolHandshaker.java,ProtocolHandshaker.java,L163-L163,1798,git diff 45d74ce540d5b6606fa99905e0a1abe60d363732 3335e324dc084eec919e94a00099596f79b4b90c community/bolt/src/main/java/org/neo4j/bolt/transport/pipeline/ProtocolHandshaker.java,https://github.com/neo4j/neo4j/commit/3335e324dc084eec919e94a00099596f79b4b90c,,
354,neo4j/neo4j,community/bolt/src/main/java/org/neo4j/bolt/transport/pipeline/ProtocolHandshaker.java,ProtocolHandshaker.java,L173-L173,1798,git diff 45d74ce540d5b6606fa99905e0a1abe60d363732 3335e324dc084eec919e94a00099596f79b4b90c community/bolt/src/main/java/org/neo4j/bolt/transport/pipeline/ProtocolHandshaker.java,https://github.com/neo4j/neo4j/commit/3335e324dc084eec919e94a00099596f79b4b90c,,
355,neo4j/neo4j,community/bolt/src/test/java/org/neo4j/bolt/v1/runtime/ResetFuzzTest.java,ResetFuzzTest.java,L104-L104,1798,git diff 45d74ce540d5b6606fa99905e0a1abe60d363732 3335e324dc084eec919e94a00099596f79b4b90c community/bolt/src/test/java/org/neo4j/bolt/v1/runtime/ResetFuzzTest.java,https://github.com/neo4j/neo4j/commit/3335e324dc084eec919e94a00099596f79b4b90c,,
356,neo4j/neo4j,community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/path/ShortestPath.java,ShortestPath.java,L581-L581,1798,git diff 45d74ce540d5b6606fa99905e0a1abe60d363732 3335e324dc084eec919e94a00099596f79b4b90c community/graph-algo/src/main/java/org/neo4j/graphalgo/impl/path/ShortestPath.java,https://github.com/neo4j/neo4j/commit/3335e324dc084eec919e94a00099596f79b4b90c,,
357,neo4j/neo4j,community/kernel/src/main/java/org/neo4j/kernel/api/txstate/TransactionCountingStateVisitor.java,TransactionCountingStateVisitor.java,L76-L80,1798,git diff 45d74ce540d5b6606fa99905e0a1abe60d363732 3335e324dc084eec919e94a00099596f79b4b90c community/kernel/src/main/java/org/neo4j/kernel/api/txstate/TransactionCountingStateVisitor.java,https://github.com/neo4j/neo4j/commit/3335e324dc084eec919e94a00099596f79b4b90c,,
358,neo4j/neo4j,community/kernel/src/main/java/org/neo4j/kernel/api/txstate/TransactionCountingStateVisitor.java,TransactionCountingStateVisitor.java,L139-L139,1798,git diff 45d74ce540d5b6606fa99905e0a1abe60d363732 3335e324dc084eec919e94a00099596f79b4b90c community/kernel/src/main/java/org/neo4j/kernel/api/txstate/TransactionCountingStateVisitor.java,https://github.com/neo4j/neo4j/commit/3335e324dc084eec919e94a00099596f79b4b90c,,
359,neo4j/neo4j,community/kernel/src/main/java/org/neo4j/kernel/api/txstate/TransactionCountingStateVisitor.java,TransactionCountingStateVisitor.java,L162-L162,1798,git diff 45d74ce540d5b6606fa99905e0a1abe60d363732 3335e324dc084eec919e94a00099596f79b4b90c community/kernel/src/main/java/org/neo4j/kernel/api/txstate/TransactionCountingStateVisitor.java,https://github.com/neo4j/neo4j/commit/3335e324dc084eec919e94a00099596f79b4b90c,,
360,neo4j/neo4j,community/kernel/src/main/java/org/neo4j/kernel/builtinprocs/BuiltInProcedures.java,BuiltInProcedures.java,L740-L746,1798,git diff 45d74ce540d5b6606fa99905e0a1abe60d363732 3335e324dc084eec919e94a00099596f79b4b90c community/kernel/src/main/java/org/neo4j/kernel/builtinprocs/BuiltInProcedures.java,https://github.com/neo4j/neo4j/commit/3335e324dc084eec919e94a00099596f79b4b90c,,
361,neo4j/neo4j,community/kernel/src/main/java/org/neo4j/kernel/impl/api/KernelTransactions.java,KernelTransactions.java,L178-L180,1798,git diff 45d74ce540d5b6606fa99905e0a1abe60d363732 3335e324dc084eec919e94a00099596f79b4b90c community/kernel/src/main/java/org/neo4j/kernel/impl/api/KernelTransactions.java,https://github.com/neo4j/neo4j/commit/3335e324dc084eec919e94a00099596f79b4b90c,,
362,neo4j/neo4j,community/kernel/src/main/java/org/neo4j/kernel/impl/api/index/IndexMap.java,IndexMap.java,L125-L129,1798,git diff 45d74ce540d5b6606fa99905e0a1abe60d363732 3335e324dc084eec919e94a00099596f79b4b90c community/kernel/src/main/java/org/neo4j/kernel/impl/api/index/IndexMap.java,https://github.com/neo4j/neo4j/commit/3335e324dc084eec919e94a00099596f79b4b90c,,
363,neo4j/neo4j,community/kernel/src/main/java/org/neo4j/kernel/impl/api/index/MultipleIndexPopulator.java,MultipleIndexPopulator.java,L267-L267,1798,git diff 45d74ce540d5b6606fa99905e0a1abe60d363732 3335e324dc084eec919e94a00099596f79b4b90c community/kernel/src/main/java/org/neo4j/kernel/impl/api/index/MultipleIndexPopulator.java,https://github.com/neo4j/neo4j/commit/3335e324dc084eec919e94a00099596f79b4b90c,,
364,neo4j/neo4j,community/kernel/src/main/java/org/neo4j/kernel/impl/api/state/RelationshipChangesForNode.java,RelationshipChangesForNode.java,L197-L197,1798,git diff 45d74ce540d5b6606fa99905e0a1abe60d363732 3335e324dc084eec919e94a00099596f79b4b90c community/kernel/src/main/java/org/neo4j/kernel/impl/api/state/RelationshipChangesForNode.java,https://github.com/neo4j/neo4j/commit/3335e324dc084eec919e94a00099596f79b4b90c,,
365,neo4j/neo4j,community/kernel/src/main/java/org/neo4j/kernel/impl/api/state/TxState.java,TxState.java,L1232-L1232,1798,git diff 45d74ce540d5b6606fa99905e0a1abe60d363732 3335e324dc084eec919e94a00099596f79b4b90c community/kernel/src/main/java/org/neo4j/kernel/impl/api/state/TxState.java,https://github.com/neo4j/neo4j/commit/3335e324dc084eec919e94a00099596f79b4b90c,,
366,neo4j/neo4j,community/kernel/src/main/java/org/neo4j/kernel/impl/newapi/KernelToken.java,KernelToken.java,L154-L154,1798,git diff 45d74ce540d5b6606fa99905e0a1abe60d363732 3335e324dc084eec919e94a00099596f79b4b90c community/kernel/src/main/java/org/neo4j/kernel/impl/newapi/KernelToken.java,https://github.com/neo4j/neo4j/commit/3335e324dc084eec919e94a00099596f79b4b90c,,
367,neo4j/neo4j,community/kernel/src/main/java/org/neo4j/kernel/impl/newapi/KernelToken.java,KernelToken.java,L172-L172,1798,git diff 45d74ce540d5b6606fa99905e0a1abe60d363732 3335e324dc084eec919e94a00099596f79b4b90c community/kernel/src/main/java/org/neo4j/kernel/impl/newapi/KernelToken.java,https://github.com/neo4j/neo4j/commit/3335e324dc084eec919e94a00099596f79b4b90c,,
368,neo4j/neo4j,community/kernel/src/main/java/org/neo4j/kernel/impl/storageengine/impl/recordstorage/RecordStorageEngine.java,RecordStorageEngine.java,L254-L255,1798,git diff 45d74ce540d5b6606fa99905e0a1abe60d363732 3335e324dc084eec919e94a00099596f79b4b90c community/kernel/src/main/java/org/neo4j/kernel/impl/storageengine/impl/recordstorage/RecordStorageEngine.java,https://github.com/neo4j/neo4j/commit/3335e324dc084eec919e94a00099596f79b4b90c,,
369,neo4j/neo4j,community/kernel/src/main/java/org/neo4j/kernel/impl/storemigration/participant/StoreScanChunk.java,StoreScanChunk.java,L48-L48,1798,git diff 45d74ce540d5b6606fa99905e0a1abe60d363732 3335e324dc084eec919e94a00099596f79b4b90c community/kernel/src/main/java/org/neo4j/kernel/impl/storemigration/participant/StoreScanChunk.java,https://github.com/neo4j/neo4j/commit/3335e324dc084eec919e94a00099596f79b4b90c,,
370,neo4j/neo4j,community/kernel/src/main/java/org/neo4j/kernel/impl/util/Dependencies.java,Dependencies.java,L43-L43,1798,git diff 45d74ce540d5b6606fa99905e0a1abe60d363732 3335e324dc084eec919e94a00099596f79b4b90c community/kernel/src/main/java/org/neo4j/kernel/impl/util/Dependencies.java,https://github.com/neo4j/neo4j/commit/3335e324dc084eec919e94a00099596f79b4b90c,,
371,neo4j/neo4j,community/kernel/src/main/java/org/neo4j/kernel/monitoring/Monitors.java,Monitors.java,L194-L194,1798,git diff 45d74ce540d5b6606fa99905e0a1abe60d363732 3335e324dc084eec919e94a00099596f79b4b90c community/kernel/src/main/java/org/neo4j/kernel/monitoring/Monitors.java,https://github.com/neo4j/neo4j/commit/3335e324dc084eec919e94a00099596f79b4b90c,,
372,neo4j/neo4j,community/kernel/src/test/java/org/neo4j/kernel/impl/api/state/ExplicitIndexTransactionStateImplTest.java,ExplicitIndexTransactionStateImplTest.java,L320-L320,1798,git diff 45d74ce540d5b6606fa99905e0a1abe60d363732 3335e324dc084eec919e94a00099596f79b4b90c community/kernel/src/test/java/org/neo4j/kernel/impl/api/state/ExplicitIndexTransactionStateImplTest.java,https://github.com/neo4j/neo4j/commit/3335e324dc084eec919e94a00099596f79b4b90c,,
373,neo4j/neo4j,community/kernel/src/test/java/org/neo4j/kernel/impl/index/schema/fusion/LazyInstanceSelectorTest.java,LazyInstanceSelectorTest.java,L45-L45,1798,git diff 45d74ce540d5b6606fa99905e0a1abe60d363732 3335e324dc084eec919e94a00099596f79b4b90c community/kernel/src/test/java/org/neo4j/kernel/impl/index/schema/fusion/LazyInstanceSelectorTest.java,https://github.com/neo4j/neo4j/commit/3335e324dc084eec919e94a00099596f79b4b90c,,
374,neo4j/neo4j,community/kernel/src/test/java/org/neo4j/kernel/impl/index/schema/fusion/LazyInstanceSelectorTest.java,LazyInstanceSelectorTest.java,L79-L79,1798,git diff 45d74ce540d5b6606fa99905e0a1abe60d363732 3335e324dc084eec919e94a00099596f79b4b90c community/kernel/src/test/java/org/neo4j/kernel/impl/index/schema/fusion/LazyInstanceSelectorTest.java,https://github.com/neo4j/neo4j/commit/3335e324dc084eec919e94a00099596f79b4b90c,,
375,neo4j/neo4j,community/kernel/src/test/java/org/neo4j/kernel/impl/index/schema/fusion/LazyInstanceSelectorTest.java,LazyInstanceSelectorTest.java,L100-L100,1798,git diff 45d74ce540d5b6606fa99905e0a1abe60d363732 3335e324dc084eec919e94a00099596f79b4b90c community/kernel/src/test/java/org/neo4j/kernel/impl/index/schema/fusion/LazyInstanceSelectorTest.java,https://github.com/neo4j/neo4j/commit/3335e324dc084eec919e94a00099596f79b4b90c,,
376,neo4j/neo4j,community/kernel/src/test/java/org/neo4j/kernel/impl/newapi/NodeSchemaMatcherTest.java,NodeSchemaMatcherTest.java,L80-L80,1798,git diff 45d74ce540d5b6606fa99905e0a1abe60d363732 3335e324dc084eec919e94a00099596f79b4b90c community/kernel/src/test/java/org/neo4j/kernel/impl/newapi/NodeSchemaMatcherTest.java,https://github.com/neo4j/neo4j/commit/3335e324dc084eec919e94a00099596f79b4b90c,,
377,neo4j/neo4j,community/kernel/src/test/java/org/neo4j/kernel/impl/newapi/NodeSchemaMatcherTest.java,NodeSchemaMatcherTest.java,L92-L92,1798,git diff 45d74ce540d5b6606fa99905e0a1abe60d363732 3335e324dc084eec919e94a00099596f79b4b90c community/kernel/src/test/java/org/neo4j/kernel/impl/newapi/NodeSchemaMatcherTest.java,https://github.com/neo4j/neo4j/commit/3335e324dc084eec919e94a00099596f79b4b90c,,
378,neo4j/neo4j,community/kernel/src/test/java/org/neo4j/kernel/impl/newapi/NodeSchemaMatcherTest.java,NodeSchemaMatcherTest.java,L104-L104,1798,git diff 45d74ce540d5b6606fa99905e0a1abe60d363732 3335e324dc084eec919e94a00099596f79b4b90c community/kernel/src/test/java/org/neo4j/kernel/impl/newapi/NodeSchemaMatcherTest.java,https://github.com/neo4j/neo4j/commit/3335e324dc084eec919e94a00099596f79b4b90c,,
379,neo4j/neo4j,community/kernel/src/test/java/org/neo4j/kernel/impl/newapi/NodeSchemaMatcherTest.java,NodeSchemaMatcherTest.java,L116-L116,1798,git diff 45d74ce540d5b6606fa99905e0a1abe60d363732 3335e324dc084eec919e94a00099596f79b4b90c community/kernel/src/test/java/org/neo4j/kernel/impl/newapi/NodeSchemaMatcherTest.java,https://github.com/neo4j/neo4j/commit/3335e324dc084eec919e94a00099596f79b4b90c,,
380,neo4j/neo4j,community/kernel/src/test/java/org/neo4j/kernel/impl/newapi/NodeSchemaMatcherTest.java,NodeSchemaMatcherTest.java,L128-L128,1798,git diff 45d74ce540d5b6606fa99905e0a1abe60d363732 3335e324dc084eec919e94a00099596f79b4b90c community/kernel/src/test/java/org/neo4j/kernel/impl/newapi/NodeSchemaMatcherTest.java,https://github.com/neo4j/neo4j/commit/3335e324dc084eec919e94a00099596f79b4b90c,,
381,neo4j/neo4j,community/kernel/src/test/java/org/neo4j/kernel/impl/newapi/NodeSchemaMatcherTest.java,NodeSchemaMatcherTest.java,L144-L144,1798,git diff 45d74ce540d5b6606fa99905e0a1abe60d363732 3335e324dc084eec919e94a00099596f79b4b90c community/kernel/src/test/java/org/neo4j/kernel/impl/newapi/NodeSchemaMatcherTest.java,https://github.com/neo4j/neo4j/commit/3335e324dc084eec919e94a00099596f79b4b90c,,
382,neo4j/neo4j,community/kernel/src/test/java/org/neo4j/kernel/impl/storageengine/impl/recordstorage/RecordStorageEngineTest.java,RecordStorageEngineTest.java,L179-L179,1798,git diff 45d74ce540d5b6606fa99905e0a1abe60d363732 3335e324dc084eec919e94a00099596f79b4b90c community/kernel/src/test/java/org/neo4j/kernel/impl/storageengine/impl/recordstorage/RecordStorageEngineTest.java,https://github.com/neo4j/neo4j/commit/3335e324dc084eec919e94a00099596f79b4b90c,,
383,neo4j/neo4j,community/kernel/src/test/java/org/neo4j/kernel/impl/storageengine/impl/recordstorage/RecordStorageEngineTest.java,RecordStorageEngineTest.java,L207-L207,1798,git diff 45d74ce540d5b6606fa99905e0a1abe60d363732 3335e324dc084eec919e94a00099596f79b4b90c community/kernel/src/test/java/org/neo4j/kernel/impl/storageengine/impl/recordstorage/RecordStorageEngineTest.java,https://github.com/neo4j/neo4j/commit/3335e324dc084eec919e94a00099596f79b4b90c,,
384,neo4j/neo4j,community/kernel/src/test/java/org/neo4j/kernel/impl/transaction/log/checkpoint/CheckPointerImplTest.java,CheckPointerImplTest.java,L272-L272,1798,git diff 45d74ce540d5b6606fa99905e0a1abe60d363732 3335e324dc084eec919e94a00099596f79b4b90c community/kernel/src/test/java/org/neo4j/kernel/impl/transaction/log/checkpoint/CheckPointerImplTest.java,https://github.com/neo4j/neo4j/commit/3335e324dc084eec919e94a00099596f79b4b90c,,
385,neo4j/neo4j,community/server/src/main/java/org/neo4j/server/AbstractNeoServer.java,AbstractNeoServer.java,L324-L325,1798,git diff 45d74ce540d5b6606fa99905e0a1abe60d363732 3335e324dc084eec919e94a00099596f79b4b90c community/server/src/main/java/org/neo4j/server/AbstractNeoServer.java,https://github.com/neo4j/neo4j/commit/3335e324dc084eec919e94a00099596f79b4b90c,,
386,neo4j/neo4j,community/server/src/main/java/org/neo4j/server/web/Jetty9WebServer.java,Jetty9WebServer.java,L126-L134,1798,git diff 45d74ce540d5b6606fa99905e0a1abe60d363732 3335e324dc084eec919e94a00099596f79b4b90c community/server/src/main/java/org/neo4j/server/web/Jetty9WebServer.java,https://github.com/neo4j/neo4j/commit/3335e324dc084eec919e94a00099596f79b4b90c,,
387,neo4j/neo4j,community/server/src/main/java/org/neo4j/server/web/Jetty9WebServer.java,Jetty9WebServer.java,L349-L349,1798,git diff 45d74ce540d5b6606fa99905e0a1abe60d363732 3335e324dc084eec919e94a00099596f79b4b90c community/server/src/main/java/org/neo4j/server/web/Jetty9WebServer.java,https://github.com/neo4j/neo4j/commit/3335e324dc084eec919e94a00099596f79b4b90c,,
388,neo4j/neo4j,community/server/src/test/java/org/neo4j/server/database/CypherExecutorTest.java,CypherExecutorTest.java,L148-L148,1798,git diff 45d74ce540d5b6606fa99905e0a1abe60d363732 3335e324dc084eec919e94a00099596f79b4b90c community/server/src/test/java/org/neo4j/server/database/CypherExecutorTest.java,https://github.com/neo4j/neo4j/commit/3335e324dc084eec919e94a00099596f79b4b90c,,
389,neo4j/neo4j,community/server/src/test/java/org/neo4j/server/database/LifecycleManagingDatabaseTest.java,LifecycleManagingDatabaseTest.java,L45-L45,1798,git diff 45d74ce540d5b6606fa99905e0a1abe60d363732 3335e324dc084eec919e94a00099596f79b4b90c community/server/src/test/java/org/neo4j/server/database/LifecycleManagingDatabaseTest.java,https://github.com/neo4j/neo4j/commit/3335e324dc084eec919e94a00099596f79b4b90c,,
390,neo4j/neo4j,community/values/src/main/java/org/neo4j/values/storable/DateTimeValue.java,DateTimeValue.java,L103-L103,1798,git diff 45d74ce540d5b6606fa99905e0a1abe60d363732 3335e324dc084eec919e94a00099596f79b4b90c community/values/src/main/java/org/neo4j/values/storable/DateTimeValue.java,https://github.com/neo4j/neo4j/commit/3335e324dc084eec919e94a00099596f79b4b90c,,
391,neo4j/neo4j,community/values/src/main/java/org/neo4j/values/storable/DateTimeValue.java,DateTimeValue.java,L130-L130,1798,git diff 45d74ce540d5b6606fa99905e0a1abe60d363732 3335e324dc084eec919e94a00099596f79b4b90c community/values/src/main/java/org/neo4j/values/storable/DateTimeValue.java,https://github.com/neo4j/neo4j/commit/3335e324dc084eec919e94a00099596f79b4b90c,,
392,neo4j/neo4j,community/values/src/test/java/org/neo4j/values/ValueMapperTest.java,ValueMapperTest.java,L175-L175,1798,git diff 45d74ce540d5b6606fa99905e0a1abe60d363732 3335e324dc084eec919e94a00099596f79b4b90c community/values/src/test/java/org/neo4j/values/ValueMapperTest.java,https://github.com/neo4j/neo4j/commit/3335e324dc084eec919e94a00099596f79b4b90c,,
393,neo4j/neo4j,community/values/src/test/java/org/neo4j/values/ValueMapperTest.java,ValueMapperTest.java,L176-L176,1798,git diff 45d74ce540d5b6606fa99905e0a1abe60d363732 3335e324dc084eec919e94a00099596f79b4b90c community/values/src/test/java/org/neo4j/values/ValueMapperTest.java,https://github.com/neo4j/neo4j/commit/3335e324dc084eec919e94a00099596f79b4b90c,,
