oopsla 2017项目数据,,,,,,,,,,,,,,,,,
seq,project,file path,file name,line number,modified java files,git command, commit link,,,,,,,,,,
253,prestodb/presto,presto-tpcds/src/main/java/com/facebook/presto/tpcds/statistics/TpcdsTableStatisticsFactory.java,TpcdsTableStatisticsFactory.java,L75-L75,12,git diff 5b9a58fc62d41804baa100d8a244f0a2846cb537 ea3a81417b6d2ba07e6a276564bdc197f03293d5 presto-tpcds/src/main/java/com/facebook/presto/tpcds/statistics/TpcdsTableStatisticsFactory.java,https://github.com/prestodb/presto/commit/ea3a81417b6d2ba07e6a276564bdc197f03293d5,,,,,,,,,,
254,prestodb/presto,presto-tpch/src/main/java/com/facebook/presto/tpch/TpchMetadata.java,TpchMetadata.java,L385-L385,12,git diff 5b9a58fc62d41804baa100d8a244f0a2846cb537 ea3a81417b6d2ba07e6a276564bdc197f03293d5 presto-tpch/src/main/java/com/facebook/presto/tpch/TpchMetadata.java,https://github.com/prestodb/presto/commit/ea3a81417b6d2ba07e6a276564bdc197f03293d5,,,,,,,,,,
255,prestodb/presto,presto-tpch/src/main/java/com/facebook/presto/tpch/TpchMetadata.java,TpchMetadata.java,L386-L386,12,git diff 5b9a58fc62d41804baa100d8a244f0a2846cb537 ea3a81417b6d2ba07e6a276564bdc197f03293d5 presto-tpch/src/main/java/com/facebook/presto/tpch/TpchMetadata.java,https://github.com/prestodb/presto/commit/ea3a81417b6d2ba07e6a276564bdc197f03293d5,,,,,,,,,,
256,prestodb/presto,presto-main/src/main/java/com/facebook/presto/event/query/QueryMonitor.java,QueryMonitor.java,L206-L206,2,git diff abd65e37cc0ddd434672aff1b76cfc9ea38ce711 16ab0c36e48cfbe8aba79c1e8c645cf07ec5f11b presto-main/src/main/java/com/facebook/presto/event/query/QueryMonitor.java,https://github.com/prestodb/presto/commit/16ab0c36e48cfbe8aba79c1e8c645cf07ec5f11b,,,,,,,,,无关,cost
257,prestodb/presto,presto-main/src/main/java/com/facebook/presto/event/query/QueryMonitor.java,QueryMonitor.java,L207-L207,2,git diff abd65e37cc0ddd434672aff1b76cfc9ea38ce711 16ab0c36e48cfbe8aba79c1e8c645cf07ec5f11b presto-main/src/main/java/com/facebook/presto/event/query/QueryMonitor.java,https://github.com/prestodb/presto/commit/16ab0c36e48cfbe8aba79c1e8c645cf07ec5f11b,,,,,,,,,无关,cost
258,prestodb/presto,presto-main/src/main/java/com/facebook/presto/sql/planner/plan/AggregationNode.java,AggregationNode.java,L194-L194,16,git diff 3d4d6ca3b651c07fb154b1e2dc5a4038d0255ef4 78f81465486848daa3252a8aae2ffc9e7cb9ee29 presto-main/src/main/java/com/facebook/presto/sql/planner/plan/AggregationNode.java,https://github.com/prestodb/presto/commit/78f81465486848daa3252a8aae2ffc9e7cb9ee29,,,,,,,,,,
259,prestodb/presto,presto-main/src/main/java/com/facebook/presto/sql/planner/plan/AggregationNode.java,AggregationNode.java,L197-L197,16,git diff 3d4d6ca3b651c07fb154b1e2dc5a4038d0255ef4 78f81465486848daa3252a8aae2ffc9e7cb9ee29 presto-main/src/main/java/com/facebook/presto/sql/planner/plan/AggregationNode.java,https://github.com/prestodb/presto/commit/78f81465486848daa3252a8aae2ffc9e7cb9ee29,,,,,,,,,,
260,prestodb/presto,presto-main/src/main/java/com/facebook/presto/cost/PlanNodeStatsEstimate.java,PlanNodeStatsEstimate.java,L92-L97,2,git diff 95dc4dce7f92f22f8a67c0f866e3a68b81422a0e 76bfdf4f71db2e62dfaf8c2df58b4fe1dd8a1e30 presto-main/src/main/java/com/facebook/presto/cost/PlanNodeStatsEstimate.java,https://github.com/prestodb/presto/commit/76bfdf4f71db2e62dfaf8c2df58b4fe1dd8a1e30,,,,,,,,,无关,
261,prestodb/presto,presto-spi/src/main/java/com/facebook/presto/spi/block/BlockUtil.java,BlockUtil.java,L40-L40,25,git diff 9cafdacebe58d452925cd83e30c4342bbae0a3ea 33646e0ac50f18f165bfaec3dfd76cd5382d5b36 presto-spi/src/main/java/com/facebook/presto/spi/block/BlockUtil.java,https://github.com/prestodb/presto/commit/33646e0ac50f18f165bfaec3dfd76cd5382d5b36,,,,,,,,,,
262,prestodb/presto,presto-hive/src/main/java/com/facebook/presto/hive/HiveMetadata.java,HiveMetadata.java,L1050-L1050,2,git diff fa25d7f17bfd561be01ed6875ff8ec95aaeaad08 21bc12b0c240fb41b56e64dbc9bdaf425051c060 presto-hive/src/main/java/com/facebook/presto/hive/HiveMetadata.java,https://github.com/prestodb/presto/commit/21bc12b0c240fb41b56e64dbc9bdaf425051c060,,,,,,,,,无关,
263,prestodb/presto,presto-main/src/main/java/com/facebook/presto/execution/SqlStageExecution.java,SqlStageExecution.java,L188-L188,2,git diff 6f643692a81294eeb124cda1197197f260882cec cca24cb698c5d21c71eb718ba20349123612bec6 presto-main/src/main/java/com/facebook/presto/execution/SqlStageExecution.java,https://github.com/prestodb/presto/commit/cca24cb698c5d21c71eb718ba20349123612bec6,,,,,,,,,不确定是否和lambda表达式有关,
264,prestodb/presto,presto-main/src/test/java/com/facebook/presto/sql/planner/optimizations/TestMergeIdenticalWindows.java,TestMergeIdenticalWindows.java,L337-L341,6,git diff ec29c37f1265754b25854e5a065cfc8736023ce7 b9bfdf045d2b5a6c1df0b25639e09987a66edeaf presto-main/src/test/java/com/facebook/presto/sql/planner/optimizations/TestMergeIdenticalWindows.java,https://github.com/prestodb/presto/commit/b9bfdf045d2b5a6c1df0b25639e09987a66edeaf,,,,,,,,,,
265,prestodb/presto,presto-main/src/main/java/com/facebook/presto/sql/planner/optimizations/PruneUnreferencedOutputs.java,PruneUnreferencedOutputs.java,L410-L410,10,git diff 688a8ff0128169d8e0c4b28094ab29457bd1269b 30340ae10cda4efb91ff57ff58583f78759b4b3d presto-main/src/main/java/com/facebook/presto/sql/planner/optimizations/PruneUnreferencedOutputs.java,https://github.com/prestodb/presto/commit/30340ae10cda4efb91ff57ff58583f78759b4b3d,,,,,,,,,,
266,prestodb/presto,presto-hive/src/main/java/com/facebook/presto/hive/HiveMetadata.java,HiveMetadata.java,L1287-L1296,3,git diff ffed871142de3ca056d7221ca3c602ece4ba02a9 6fa035788e0ee968e19b75095e9af93e327cab8a presto-hive/src/main/java/com/facebook/presto/hive/HiveMetadata.java,https://github.com/prestodb/presto/commit/6fa035788e0ee968e19b75095e9af93e327cab8a,,,,,,,,,无关,
267,prestodb/presto,presto-hive/src/main/java/com/facebook/presto/hive/HiveMetadata.java,HiveMetadata.java,L1295-L1295,3,git diff ffed871142de3ca056d7221ca3c602ece4ba02a9 6fa035788e0ee968e19b75095e9af93e327cab8a presto-hive/src/main/java/com/facebook/presto/hive/HiveMetadata.java,https://github.com/prestodb/presto/commit/6fa035788e0ee968e19b75095e9af93e327cab8a,,,,,,,,,无关,
268,prestodb/presto,presto-main/src/main/java/com/facebook/presto/sql/planner/optimizations/HashGenerationOptimizer.java,HashGenerationOptimizer.java,L509-L509,1,git diff be0cc2ac232c6467b730f8256e58673f766fade1 84f72230895e8f50f34f173194ea084f150bd42a presto-main/src/main/java/com/facebook/presto/sql/planner/optimizations/HashGenerationOptimizer.java,https://github.com/prestodb/presto/commit/84f72230895e8f50f34f173194ea084f150bd42a,,,,,,,,,无关,
269,prestodb/presto,presto-main/src/main/java/com/facebook/presto/sql/planner/ExpressionInterpreter.java,ExpressionInterpreter.java,L368-L368,4,git diff 462fe03920cee71c6211167aed807d268ea816a4 1627c7d1badd04bdeb79f5b3cc4361cf621761b6 presto-main/src/main/java/com/facebook/presto/sql/planner/ExpressionInterpreter.java,https://github.com/prestodb/presto/commit/1627c7d1badd04bdeb79f5b3cc4361cf621761b6,,,,,,,,,无关,
270,prestodb/presto,presto-main/src/main/java/com/facebook/presto/execution/NodeScheduler.java,NodeScheduler.java,L234-L234,1,git diff ecf83c376db63fc7b748a24ecea1dc6ab157c79c 2fd4d4b4b76d7858efa2be1a24b90c876c8b4254 presto-main/src/main/java/com/facebook/presto/execution/NodeScheduler.java,https://github.com/prestodb/presto/commit/2fd4d4b4b76d7858efa2be1a24b90c876c8b4254,,,,,,,,,performance,
271,prestodb/presto,presto-main/src/main/java/com/facebook/presto/execution/NodeScheduler.java,NodeScheduler.java,L235-L235,1,git diff ecf83c376db63fc7b748a24ecea1dc6ab157c79c 2fd4d4b4b76d7858efa2be1a24b90c876c8b4254 presto-main/src/main/java/com/facebook/presto/execution/NodeScheduler.java,https://github.com/prestodb/presto/commit/2fd4d4b4b76d7858efa2be1a24b90c876c8b4254,,,,,,,,,performance,
272,prestodb/presto,presto-main/src/main/java/com/facebook/presto/execution/NodeScheduler.java,NodeScheduler.java,L176-L176,1,git diff 98124a4ef3efec195c79f4b50822993895c95f2d 2353df2a963632a84d5a9311469353e8cdeaf45f presto-main/src/main/java/com/facebook/presto/execution/NodeScheduler.java,https://github.com/prestodb/presto/commit/2353df2a963632a84d5a9311469353e8cdeaf45f,,,,,,,,,performance,
273,prestodb/presto,presto-main/src/main/java/com/facebook/presto/sql/planner/optimizations/AddExchanges.java,AddExchanges.java,L179-L189,2,git diff 6c52b0415a07f7d6e772a8400b92b5b238aefe0e f781a490d32977cc1c2b622722419174212ec4bb presto-main/src/main/java/com/facebook/presto/sql/planner/optimizations/AddExchanges.java,https://github.com/prestodb/presto/commit/f781a490d32977cc1c2b622722419174212ec4bb,,,,,,,,,无关,
274,prestodb/presto,presto-main/src/main/java/com/facebook/presto/sql/planner/optimizations/AddExchanges.java,AddExchanges.java,L190-L200,2,git diff 6c52b0415a07f7d6e772a8400b92b5b238aefe0e f781a490d32977cc1c2b622722419174212ec4bb presto-main/src/main/java/com/facebook/presto/sql/planner/optimizations/AddExchanges.java,https://github.com/prestodb/presto/commit/f781a490d32977cc1c2b622722419174212ec4bb,,,,,,,,,无关,
275,prestodb/presto,presto-main/src/main/java/com/facebook/presto/sql/planner/optimizations/AddExchanges.java,AddExchanges.java,L261-L261,2,git diff 6c52b0415a07f7d6e772a8400b92b5b238aefe0e f781a490d32977cc1c2b622722419174212ec4bb presto-main/src/main/java/com/facebook/presto/sql/planner/optimizations/AddExchanges.java,https://github.com/prestodb/presto/commit/f781a490d32977cc1c2b622722419174212ec4bb,,,,,,,,,无关,
276,prestodb/presto,presto-main/src/main/java/com/facebook/presto/sql/planner/optimizations/AddExchanges.java,AddExchanges.java,L262-L262,2,git diff 6c52b0415a07f7d6e772a8400b92b5b238aefe0e f781a490d32977cc1c2b622722419174212ec4bb presto-main/src/main/java/com/facebook/presto/sql/planner/optimizations/AddExchanges.java,https://github.com/prestodb/presto/commit/f781a490d32977cc1c2b622722419174212ec4bb,,,,,,,,,无关,
277,prestodb/presto,presto-main/src/main/java/com/facebook/presto/sql/planner/optimizations/AddExchanges.java,AddExchanges.java,L276-L276,2,git diff 6c52b0415a07f7d6e772a8400b92b5b238aefe0e f781a490d32977cc1c2b622722419174212ec4bb presto-main/src/main/java/com/facebook/presto/sql/planner/optimizations/AddExchanges.java,https://github.com/prestodb/presto/commit/f781a490d32977cc1c2b622722419174212ec4bb,,,,,,,,,无关,
278,prestodb/presto,presto-main/src/main/java/com/facebook/presto/sql/planner/optimizations/AddExchanges.java,AddExchanges.java,L277-L277,2,git diff 6c52b0415a07f7d6e772a8400b92b5b238aefe0e f781a490d32977cc1c2b622722419174212ec4bb presto-main/src/main/java/com/facebook/presto/sql/planner/optimizations/AddExchanges.java,https://github.com/prestodb/presto/commit/f781a490d32977cc1c2b622722419174212ec4bb,,,,,,,,,无关,
279,prestodb/presto,presto-main/src/main/java/com/facebook/presto/sql/planner/optimizations/AddExchanges.java,AddExchanges.java,L285-L285,2,git diff 6c52b0415a07f7d6e772a8400b92b5b238aefe0e f781a490d32977cc1c2b622722419174212ec4bb presto-main/src/main/java/com/facebook/presto/sql/planner/optimizations/AddExchanges.java,https://github.com/prestodb/presto/commit/f781a490d32977cc1c2b622722419174212ec4bb,,,,,,,,,无关,
280,prestodb/presto,presto-main/src/main/java/com/facebook/presto/sql/planner/optimizations/AddExchanges.java,AddExchanges.java,L286-L286,2,git diff 6c52b0415a07f7d6e772a8400b92b5b238aefe0e f781a490d32977cc1c2b622722419174212ec4bb presto-main/src/main/java/com/facebook/presto/sql/planner/optimizations/AddExchanges.java,https://github.com/prestodb/presto/commit/f781a490d32977cc1c2b622722419174212ec4bb,,,,,,,,,无关,
281,prestodb/presto,presto-main/src/main/java/com/facebook/presto/sql/planner/optimizations/AddExchanges.java,AddExchanges.java,L476-L476,2,git diff 6c52b0415a07f7d6e772a8400b92b5b238aefe0e f781a490d32977cc1c2b622722419174212ec4bb presto-main/src/main/java/com/facebook/presto/sql/planner/optimizations/AddExchanges.java,https://github.com/prestodb/presto/commit/f781a490d32977cc1c2b622722419174212ec4bb,,,,,,,,,无关,
282,prestodb/presto,presto-main/src/main/java/com/facebook/presto/sql/planner/optimizations/AddExchanges.java,AddExchanges.java,L477-L477,2,git diff 6c52b0415a07f7d6e772a8400b92b5b238aefe0e f781a490d32977cc1c2b622722419174212ec4bb presto-main/src/main/java/com/facebook/presto/sql/planner/optimizations/AddExchanges.java,https://github.com/prestodb/presto/commit/f781a490d32977cc1c2b622722419174212ec4bb,,,,,,,,,无关,
283,speedment/speedment,src/main/java/com/speedment/internal/core/stream/autoclose/AbstractAutoClosingStream.java,AbstractAutoClosingStream.java,L160-L174,2,git diff 648efbada44bdb5ce951809ce9030e2b17518913 c19b2dc1e44981b49bb938b03126c5008c57c0e1 src/main/java/com/speedment/internal/core/stream/autoclose/AbstractAutoClosingStream.java,https://github.com/speedment/speedment/commit/c19b2dc1e44981b49bb938b03126c5008c57c0e1,,,,,,,,,performance,
284,speedment/speedment,src/main/java/com/speedment/internal/core/stream/autoclose/AbstractAutoClosingStream.java,AbstractAutoClosingStream.java,L194-L194,2,git diff 648efbada44bdb5ce951809ce9030e2b17518913 c19b2dc1e44981b49bb938b03126c5008c57c0e1 src/main/java/com/speedment/internal/core/stream/autoclose/AbstractAutoClosingStream.java,https://github.com/speedment/speedment/commit/c19b2dc1e44981b49bb938b03126c5008c57c0e1,,,,,,,,,performance,
285,vavr-io/vavr,vavr/src/test/java/io/vavr/concurrent/Concurrent.java,Concurrent.java,L56-L56,5,git diff c05946e7c151c1096f6460a9ef068f3ccb45338a 97c6950f060e6cfe1b945cc8c2a4bc78e3211ff4 vavr/src/test/java/io/vavr/concurrent/Concurrent.java,https://github.com/vavr-io/vavr/commit/97c6950f060e6cfe1b945cc8c2a4bc78e3211ff4,,,,,,,,,无关,
286,vavr-io/vavr,vavr/src/test/java/io/vavr/concurrent/FutureTest.java,FutureTest.java,L591-L595,5,git diff c05946e7c151c1096f6460a9ef068f3ccb45338a 97c6950f060e6cfe1b945cc8c2a4bc78e3211ff4 vavr/src/test/java/io/vavr/concurrent/FutureTest.java,https://github.com/vavr-io/vavr/commit/97c6950f060e6cfe1b945cc8c2a4bc78e3211ff4,,,,,,,,,无关,
287,vavr-io/vavr,vavr/src/test/java/io/vavr/concurrent/FutureTest.java,FutureTest.java,L1127-L1135,5,git diff c05946e7c151c1096f6460a9ef068f3ccb45338a 97c6950f060e6cfe1b945cc8c2a4bc78e3211ff4 vavr/src/test/java/io/vavr/concurrent/FutureTest.java,https://github.com/vavr-io/vavr/commit/97c6950f060e6cfe1b945cc8c2a4bc78e3211ff4,,,,,,,,,无关,
288,vavr-io/vavr,javaslang/src/main/java/javaslang/collection/BitMappedTrie.java,BitMappedTrie.java,L288-L293,4,git diff e7773ce1ee080a0bc252089270bd1c4f61850bde 8abe343df87de4a3bb171b61b0c66309f989c47b javaslang/src/main/java/javaslang/collection/BitMappedTrie.java,https://github.com/vavr-io/vavr/commit/8abe343df87de4a3bb171b61b0c66309f989c47b,,,,,,,,,噪声,
289,vavr-io/vavr,javaslang-benchmark/src/test/java/javaslang/collection/VectorBenchmark.java,VectorBenchmark.java,L443-L443,6,git diff 52a43bd4a6f392072d959a2d1ff5173c2cc92b9e c5039b3f497dc5693f2d20978138b58ba29bc0ba javaslang-benchmark/src/test/java/javaslang/collection/VectorBenchmark.java,https://github.com/vavr-io/vavr/commit/c5039b3f497dc5693f2d20978138b58ba29bc0ba,,,,,,,,,,
290,vavr-io/vavr,javaslang-benchmark/src/test/java/javaslang/collection/VectorBenchmark.java,VectorBenchmark.java,L486-L486,6,git diff 52a43bd4a6f392072d959a2d1ff5173c2cc92b9e c5039b3f497dc5693f2d20978138b58ba29bc0ba javaslang-benchmark/src/test/java/javaslang/collection/VectorBenchmark.java,https://github.com/vavr-io/vavr/commit/c5039b3f497dc5693f2d20978138b58ba29bc0ba,,,,,,,,,,
291,vavr-io/vavr,javaslang-benchmark/src/test/java/javaslang/collection/VectorBenchmark.java,VectorBenchmark.java,L487-L487,6,git diff 52a43bd4a6f392072d959a2d1ff5173c2cc92b9e c5039b3f497dc5693f2d20978138b58ba29bc0ba javaslang-benchmark/src/test/java/javaslang/collection/VectorBenchmark.java,https://github.com/vavr-io/vavr/commit/c5039b3f497dc5693f2d20978138b58ba29bc0ba,,,,,,,,,,
292,vavr-io/vavr,javaslang-benchmark/src/test/java/javaslang/collection/VectorBenchmark.java,VectorBenchmark.java,L488-L488,6,git diff 52a43bd4a6f392072d959a2d1ff5173c2cc92b9e c5039b3f497dc5693f2d20978138b58ba29bc0ba javaslang-benchmark/src/test/java/javaslang/collection/VectorBenchmark.java,https://github.com/vavr-io/vavr/commit/c5039b3f497dc5693f2d20978138b58ba29bc0ba,,,,,,,,,,
293,vavr-io/vavr,javaslang/src/test/java/javaslang/collection/VectorPropertyTest.java,VectorPropertyTest.java,L177-L177,6,git diff 52a43bd4a6f392072d959a2d1ff5173c2cc92b9e c5039b3f497dc5693f2d20978138b58ba29bc0ba javaslang/src/test/java/javaslang/collection/VectorPropertyTest.java,https://github.com/vavr-io/vavr/commit/c5039b3f497dc5693f2d20978138b58ba29bc0ba,,,,,,,,,,
294,vavr-io/vavr,javaslang-benchmark/src/test/java/javaslang/collection/ArrayBenchmark.java,ArrayBenchmark.java,L58-L58,8,git diff 0bd47353f4ba4647e73e02f9b9a54b282e56a44c c67a5f4282d902c80bd1ac0cb16a0a7f2f3ccf3d javaslang-benchmark/src/test/java/javaslang/collection/ArrayBenchmark.java,https://github.com/vavr-io/vavr/commit/c67a5f4282d902c80bd1ac0cb16a0a7f2f3ccf3d,,,,,,,,,,
295,vavr-io/vavr,javaslang-benchmark/src/test/java/javaslang/collection/ArrayBenchmark.java,ArrayBenchmark.java,L59-L59,8,git diff 0bd47353f4ba4647e73e02f9b9a54b282e56a44c c67a5f4282d902c80bd1ac0cb16a0a7f2f3ccf3d javaslang-benchmark/src/test/java/javaslang/collection/ArrayBenchmark.java,https://github.com/vavr-io/vavr/commit/c67a5f4282d902c80bd1ac0cb16a0a7f2f3ccf3d,,,,,,,,,,
296,vavr-io/vavr,javaslang-benchmark/src/test/java/javaslang/collection/ArrayBenchmark.java,ArrayBenchmark.java,L60-L60,8,git diff 0bd47353f4ba4647e73e02f9b9a54b282e56a44c c67a5f4282d902c80bd1ac0cb16a0a7f2f3ccf3d javaslang-benchmark/src/test/java/javaslang/collection/ArrayBenchmark.java,https://github.com/vavr-io/vavr/commit/c67a5f4282d902c80bd1ac0cb16a0a7f2f3ccf3d,,,,,,,,,,
297,vavr-io/vavr,javaslang-benchmark/src/test/java/javaslang/collection/ArrayBenchmark.java,ArrayBenchmark.java,L68-L68,8,git diff 0bd47353f4ba4647e73e02f9b9a54b282e56a44c c67a5f4282d902c80bd1ac0cb16a0a7f2f3ccf3d javaslang-benchmark/src/test/java/javaslang/collection/ArrayBenchmark.java,https://github.com/vavr-io/vavr/commit/c67a5f4282d902c80bd1ac0cb16a0a7f2f3ccf3d,,,,,,,,,,
298,vavr-io/vavr,javaslang-benchmark/src/test/java/javaslang/collection/ArrayBenchmark.java,ArrayBenchmark.java,L75-L75,8,git diff 0bd47353f4ba4647e73e02f9b9a54b282e56a44c c67a5f4282d902c80bd1ac0cb16a0a7f2f3ccf3d javaslang-benchmark/src/test/java/javaslang/collection/ArrayBenchmark.java,https://github.com/vavr-io/vavr/commit/c67a5f4282d902c80bd1ac0cb16a0a7f2f3ccf3d,,,,,,,,,,
299,vavr-io/vavr,javaslang-benchmark/src/test/java/javaslang/collection/ArrayBenchmark.java,ArrayBenchmark.java,L82-L82,8,git diff 0bd47353f4ba4647e73e02f9b9a54b282e56a44c c67a5f4282d902c80bd1ac0cb16a0a7f2f3ccf3d javaslang-benchmark/src/test/java/javaslang/collection/ArrayBenchmark.java,https://github.com/vavr-io/vavr/commit/c67a5f4282d902c80bd1ac0cb16a0a7f2f3ccf3d,,,,,,,,,,
300,vavr-io/vavr,javaslang-benchmark/src/test/java/javaslang/collection/ArrayBenchmark.java,ArrayBenchmark.java,L91-L91,8,git diff 0bd47353f4ba4647e73e02f9b9a54b282e56a44c c67a5f4282d902c80bd1ac0cb16a0a7f2f3ccf3d javaslang-benchmark/src/test/java/javaslang/collection/ArrayBenchmark.java,https://github.com/vavr-io/vavr/commit/c67a5f4282d902c80bd1ac0cb16a0a7f2f3ccf3d,,,,,,,,,,
301,vavr-io/vavr,javaslang-benchmark/src/test/java/javaslang/collection/ArrayBenchmark.java,ArrayBenchmark.java,L98-L98,8,git diff 0bd47353f4ba4647e73e02f9b9a54b282e56a44c c67a5f4282d902c80bd1ac0cb16a0a7f2f3ccf3d javaslang-benchmark/src/test/java/javaslang/collection/ArrayBenchmark.java,https://github.com/vavr-io/vavr/commit/c67a5f4282d902c80bd1ac0cb16a0a7f2f3ccf3d,,,,,,,,,,
302,vavr-io/vavr,javaslang-benchmark/src/test/java/javaslang/collection/ArrayBenchmark.java,ArrayBenchmark.java,L105-L105,8,git diff 0bd47353f4ba4647e73e02f9b9a54b282e56a44c c67a5f4282d902c80bd1ac0cb16a0a7f2f3ccf3d javaslang-benchmark/src/test/java/javaslang/collection/ArrayBenchmark.java,https://github.com/vavr-io/vavr/commit/c67a5f4282d902c80bd1ac0cb16a0a7f2f3ccf3d,,,,,,,,,,
303,vavr-io/vavr,javaslang-benchmark/src/test/java/javaslang/collection/ArrayBenchmark.java,ArrayBenchmark.java,L135-L135,8,git diff 0bd47353f4ba4647e73e02f9b9a54b282e56a44c c67a5f4282d902c80bd1ac0cb16a0a7f2f3ccf3d javaslang-benchmark/src/test/java/javaslang/collection/ArrayBenchmark.java,https://github.com/vavr-io/vavr/commit/c67a5f4282d902c80bd1ac0cb16a0a7f2f3ccf3d,,,,,,,,,,
304,vavr-io/vavr,javaslang-benchmark/src/test/java/javaslang/collection/ArrayBenchmark.java,ArrayBenchmark.java,L145-L145,8,git diff 0bd47353f4ba4647e73e02f9b9a54b282e56a44c c67a5f4282d902c80bd1ac0cb16a0a7f2f3ccf3d javaslang-benchmark/src/test/java/javaslang/collection/ArrayBenchmark.java,https://github.com/vavr-io/vavr/commit/c67a5f4282d902c80bd1ac0cb16a0a7f2f3ccf3d,,,,,,,,,,
305,vavr-io/vavr,javaslang-benchmark/src/test/java/javaslang/collection/ArrayBenchmark.java,ArrayBenchmark.java,L156-L156,8,git diff 0bd47353f4ba4647e73e02f9b9a54b282e56a44c c67a5f4282d902c80bd1ac0cb16a0a7f2f3ccf3d javaslang-benchmark/src/test/java/javaslang/collection/ArrayBenchmark.java,https://github.com/vavr-io/vavr/commit/c67a5f4282d902c80bd1ac0cb16a0a7f2f3ccf3d,,,,,,,,,,
306,vavr-io/vavr,javaslang-benchmark/src/test/java/javaslang/collection/ArrayBenchmark.java,ArrayBenchmark.java,L165-L165,8,git diff 0bd47353f4ba4647e73e02f9b9a54b282e56a44c c67a5f4282d902c80bd1ac0cb16a0a7f2f3ccf3d javaslang-benchmark/src/test/java/javaslang/collection/ArrayBenchmark.java,https://github.com/vavr-io/vavr/commit/c67a5f4282d902c80bd1ac0cb16a0a7f2f3ccf3d,,,,,,,,,,
307,vavr-io/vavr,javaslang-benchmark/src/test/java/javaslang/collection/ArrayBenchmark.java,ArrayBenchmark.java,L174-L174,8,git diff 0bd47353f4ba4647e73e02f9b9a54b282e56a44c c67a5f4282d902c80bd1ac0cb16a0a7f2f3ccf3d javaslang-benchmark/src/test/java/javaslang/collection/ArrayBenchmark.java,https://github.com/vavr-io/vavr/commit/c67a5f4282d902c80bd1ac0cb16a0a7f2f3ccf3d,,,,,,,,,,
308,vavr-io/vavr,javaslang-benchmark/src/test/java/javaslang/collection/ArrayBenchmark.java,ArrayBenchmark.java,L218-L218,8,git diff 0bd47353f4ba4647e73e02f9b9a54b282e56a44c c67a5f4282d902c80bd1ac0cb16a0a7f2f3ccf3d javaslang-benchmark/src/test/java/javaslang/collection/ArrayBenchmark.java,https://github.com/vavr-io/vavr/commit/c67a5f4282d902c80bd1ac0cb16a0a7f2f3ccf3d,,,,,,,,,,
309,vavr-io/vavr,javaslang-benchmark/src/test/java/javaslang/collection/ArrayBenchmark.java,ArrayBenchmark.java,L228-L228,8,git diff 0bd47353f4ba4647e73e02f9b9a54b282e56a44c c67a5f4282d902c80bd1ac0cb16a0a7f2f3ccf3d javaslang-benchmark/src/test/java/javaslang/collection/ArrayBenchmark.java,https://github.com/vavr-io/vavr/commit/c67a5f4282d902c80bd1ac0cb16a0a7f2f3ccf3d,,,,,,,,,,
310,vavr-io/vavr,javaslang-benchmark/src/test/java/javaslang/collection/ArrayBenchmark.java,ArrayBenchmark.java,L238-L238,8,git diff 0bd47353f4ba4647e73e02f9b9a54b282e56a44c c67a5f4282d902c80bd1ac0cb16a0a7f2f3ccf3d javaslang-benchmark/src/test/java/javaslang/collection/ArrayBenchmark.java,https://github.com/vavr-io/vavr/commit/c67a5f4282d902c80bd1ac0cb16a0a7f2f3ccf3d,,,,,,,,,,
311,vavr-io/vavr,javaslang-benchmark/src/test/java/javaslang/collection/ArrayBenchmark.java,ArrayBenchmark.java,L251-L251,8,git diff 0bd47353f4ba4647e73e02f9b9a54b282e56a44c c67a5f4282d902c80bd1ac0cb16a0a7f2f3ccf3d javaslang-benchmark/src/test/java/javaslang/collection/ArrayBenchmark.java,https://github.com/vavr-io/vavr/commit/c67a5f4282d902c80bd1ac0cb16a0a7f2f3ccf3d,,,,,,,,,,
312,vavr-io/vavr,javaslang-benchmark/src/test/java/javaslang/collection/ArrayBenchmark.java,ArrayBenchmark.java,L261-L261,8,git diff 0bd47353f4ba4647e73e02f9b9a54b282e56a44c c67a5f4282d902c80bd1ac0cb16a0a7f2f3ccf3d javaslang-benchmark/src/test/java/javaslang/collection/ArrayBenchmark.java,https://github.com/vavr-io/vavr/commit/c67a5f4282d902c80bd1ac0cb16a0a7f2f3ccf3d,,,,,,,,,,
313,vavr-io/vavr,javaslang-benchmark/src/test/java/javaslang/collection/ArrayBenchmark.java,ArrayBenchmark.java,L271-L271,8,git diff 0bd47353f4ba4647e73e02f9b9a54b282e56a44c c67a5f4282d902c80bd1ac0cb16a0a7f2f3ccf3d javaslang-benchmark/src/test/java/javaslang/collection/ArrayBenchmark.java,https://github.com/vavr-io/vavr/commit/c67a5f4282d902c80bd1ac0cb16a0a7f2f3ccf3d,,,,,,,,,,
314,vavr-io/vavr,javaslang-benchmark/src/test/java/javaslang/collection/ArrayBenchmark.java,ArrayBenchmark.java,L284-L284,8,git diff 0bd47353f4ba4647e73e02f9b9a54b282e56a44c c67a5f4282d902c80bd1ac0cb16a0a7f2f3ccf3d javaslang-benchmark/src/test/java/javaslang/collection/ArrayBenchmark.java,https://github.com/vavr-io/vavr/commit/c67a5f4282d902c80bd1ac0cb16a0a7f2f3ccf3d,,,,,,,,,,
