oopsla2017项目,,,,,,,,
seq,project,file path,file name,line number,modified java files,git command, commit link,
17,apache/hbase,hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncNonMetaRegionLocator.java,AsyncNonMetaRegionLocator.java,L505-L511,1030,git diff 3af7d02d1d2606ffc2a672b40218a2dfedecef9f 1584d24a335ac1a77f05629db8eda5aeaba8f461 hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncNonMetaRegionLocator.java,https://github.com/apache/hbase/commit/1584d24a335ac1a77f05629db8eda5aeaba8f461,修改文件过多
18,apache/hbase,hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncTableImpl.java,AsyncTableImpl.java,L91-L97,1030,git diff 3af7d02d1d2606ffc2a672b40218a2dfedecef9f 1584d24a335ac1a77f05629db8eda5aeaba8f461 hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncTableImpl.java,https://github.com/apache/hbase/commit/1584d24a335ac1a77f05629db8eda5aeaba8f461,修改文件过多
19,apache/hbase,hbase-client/src/main/java/org/apache/hadoop/hbase/client/RawAsyncHBaseAdmin.java,RawAsyncHBaseAdmin.java,L862-L880,1030,git diff 3af7d02d1d2606ffc2a672b40218a2dfedecef9f 1584d24a335ac1a77f05629db8eda5aeaba8f461 hbase-client/src/main/java/org/apache/hadoop/hbase/client/RawAsyncHBaseAdmin.java,https://github.com/apache/hbase/commit/1584d24a335ac1a77f05629db8eda5aeaba8f461,修改文件过多
20,apache/hbase,hbase-client/src/main/java/org/apache/hadoop/hbase/client/RawAsyncHBaseAdmin.java,RawAsyncHBaseAdmin.java,L1033-L1047,1030,git diff 3af7d02d1d2606ffc2a672b40218a2dfedecef9f 1584d24a335ac1a77f05629db8eda5aeaba8f461 hbase-client/src/main/java/org/apache/hadoop/hbase/client/RawAsyncHBaseAdmin.java,https://github.com/apache/hbase/commit/1584d24a335ac1a77f05629db8eda5aeaba8f461,修改文件过多
21,apache/hbase,hbase-client/src/main/java/org/apache/hadoop/hbase/client/RawAsyncHBaseAdmin.java,RawAsyncHBaseAdmin.java,L1496-L1510,1030,git diff 3af7d02d1d2606ffc2a672b40218a2dfedecef9f 1584d24a335ac1a77f05629db8eda5aeaba8f461 hbase-client/src/main/java/org/apache/hadoop/hbase/client/RawAsyncHBaseAdmin.java,https://github.com/apache/hbase/commit/1584d24a335ac1a77f05629db8eda5aeaba8f461,修改文件过多
22,apache/hbase,hbase-client/src/main/java/org/apache/hadoop/hbase/client/RawAsyncHBaseAdmin.java,RawAsyncHBaseAdmin.java,L1639-L1649,1030,git diff 3af7d02d1d2606ffc2a672b40218a2dfedecef9f 1584d24a335ac1a77f05629db8eda5aeaba8f461 hbase-client/src/main/java/org/apache/hadoop/hbase/client/RawAsyncHBaseAdmin.java,https://github.com/apache/hbase/commit/1584d24a335ac1a77f05629db8eda5aeaba8f461,修改文件过多
23,apache/hbase,hbase-client/src/main/java/org/apache/hadoop/hbase/filter/FilterListBase.java,FilterListBase.java,L60-L60,1030,git diff 3af7d02d1d2606ffc2a672b40218a2dfedecef9f 1584d24a335ac1a77f05629db8eda5aeaba8f461 hbase-client/src/main/java/org/apache/hadoop/hbase/filter/FilterListBase.java,https://github.com/apache/hbase/commit/1584d24a335ac1a77f05629db8eda5aeaba8f461,修改文件过多
24,apache/hbase,hbase-server/src/main/java/org/apache/hadoop/hbase/master/assignment/AssignmentManager.java,AssignmentManager.java,L530-L530,1030,git diff 3af7d02d1d2606ffc2a672b40218a2dfedecef9f 1584d24a335ac1a77f05629db8eda5aeaba8f461 hbase-server/src/main/java/org/apache/hadoop/hbase/master/assignment/AssignmentManager.java,https://github.com/apache/hbase/commit/1584d24a335ac1a77f05629db8eda5aeaba8f461,修改文件过多
25,apache/hbase,hbase-thrift/src/test/java/org/apache/hadoop/hbase/thrift/TestThriftHttpServer.java,TestThriftHttpServer.java,L120-L126,1,git diff 4f7aa3b71d2ebfa57f890c5ebaaf166fb7128597 dda8018b0fd2939f98c8c86158226202f4692333 hbase-thrift/src/test/java/org/apache/hadoop/hbase/thrift/TestThriftHttpServer.java,https://github.com/apache/hbase/commit/dda8018b0fd2939f98c8c86158226202f4692333,无关
26,apache/hbase,hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncHBaseAdmin.java,AsyncHBaseAdmin.java,L1882-L1888,2,git diff 3aac047a4f23d0b3a1d83802ad39d6b2c5d23ffc 23ea2c36f52283631ce665e04f2af433fc25ae55 hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncHBaseAdmin.java,https://github.com/apache/hbase/commit/23ea2c36f52283631ce665e04f2af433fc25ae55,无关
